LocationType,Location,TimeFrame,DataFormat,Data
County,Menifee,2009-2011,Percent,0.116
County,Menifee,2010-2012,Percent,0.095
County,Menifee,2011-2013,Percent,0.061
County,Menifee,2012-2014,Percent,0.058
County,Menifee,2013-2015,Percent,0.061
County,Menifee,2014-2016,Percent,0.08969
County,Menifee,2015-2017,Percent,0.089
County,Mercer,2008-2010,Percent,0.071
County,Mercer,2009-2011,Percent,0.075
County,Mercer,2010-2012,Percent,0.08
County,Mercer,2011-2013,Percent,0.103
County,Mercer,2012-2014,Percent,0.094
County,Mercer,2013-2015,Percent,0.086
County,Mercer,2014-2016,Percent,0.07568
County,Mercer,2015-2017,Percent,0.089
County,Metcalfe,2008-2010,Percent,0.075
County,Metcalfe,2009-2011,Percent,0.093
County,Metcalfe,2010-2012,Percent,0.099
County,Metcalfe,2011-2013,Percent,0.092
County,Metcalfe,2012-2014,Percent,0.065
County,Metcalfe,2013-2015,Percent,0.065
County,Metcalfe,2014-2016,Percent,0.07273
County,Metcalfe,2015-2017,Percent,0.083
County,Monroe,2008-2010,Percent,0.093
County,Monroe,2009-2011,Percent,0.095
County,Monroe,2010-2012,Percent,0.096
County,Monroe,2011-2013,Percent,0.073
County,Monroe,2012-2014,Percent,0.067
County,Monroe,2013-2015,Percent,0.081
County,Monroe,2014-2016,Percent,0.08933
County,Monroe,2015-2017,Percent,0.108
County,Montgomery,2008-2010,Percent,0.092
County,Montgomery,2009-2011,Percent,0.087
County,Montgomery,2010-2012,Percent,0.09
County,Montgomery,2011-2013,Percent,0.081
County,Montgomery,2012-2014,Percent,0.084
County,Montgomery,2013-2015,Percent,0.097
County,Montgomery,2014-2016,Percent,0.10009
County,Montgomery,2015-2017,Percent,0.099
County,Morgan,2008-2010,Percent,0.11
County,Morgan,2009-2011,Percent,0.098
County,Morgan,2010-2012,Percent,0.071
County,Morgan,2011-2013,Percent,0.072
County,Morgan,2012-2014,Percent,0.095
County,Morgan,2013-2015,Percent,0.115
County,Morgan,2014-2016,Percent,0.11605
County,Morgan,2015-2017,Percent,0.106
County,Muhlenberg,2008-2010,Percent,0.079
County,Muhlenberg,2009-2011,Percent,0.079
County,Muhlenberg,2010-2012,Percent,0.08
County,Muhlenberg,2011-2013,Percent,0.067
County,Muhlenberg,2012-2014,Percent,0.075
County,Muhlenberg,2013-2015,Percent,0.075
County,Muhlenberg,2014-2016,Percent,0.08341
County,Muhlenberg,2015-2017,Percent,0.079
County,Nelson,2008-2010,Percent,0.092
County,Nelson,2009-2011,Percent,0.089
County,Nelson,2010-2012,Percent,0.096
County,Nelson,2011-2013,Percent,0.093
County,Nelson,2012-2014,Percent,0.093
County,Nelson,2013-2015,Percent,0.084
County,Nelson,2014-2016,Percent,0.075
County,Nelson,2015-2017,Percent,0.074
County,Nicholas,2008-2010,Percent,0.094
County,Nicholas,2009-2011,Percent,0.118
County,Nicholas,2010-2012,Percent,0.112
County,Nicholas,2011-2013,Percent,0.122
County,Nicholas,2012-2014,Percent,0.105
County,Nicholas,2013-2015,Percent,0.102
County,Nicholas,2014-2016,Percent,0.09191
County,Nicholas,2015-2017,Percent,0.101
County,Ohio,2008-2010,Percent,0.087
County,Ohio,2009-2011,Percent,0.1
County,Ohio,2010-2012,Percent,0.094
County,Ohio,2011-2013,Percent,0.09
County,Ohio,2012-2014,Percent,0.086
County,Ohio,2013-2015,Percent,0.085
County,Ohio,2014-2016,Percent,0.08746
County,Ohio,2015-2017,Percent,0.083
County,Oldham,2008-2010,Percent,0.077
County,Oldham,2009-2011,Percent,0.087
County,Oldham,2010-2012,Percent,0.091
County,Oldham,2011-2013,Percent,0.091
County,Oldham,2012-2014,Percent,0.082
County,Oldham,2013-2015,Percent,0.074
County,Oldham,2014-2016,Percent,0.06842
County,Oldham,2015-2017,Percent,0.065
County,Owen,2008-2010,Percent,0.114
County,Owen,2009-2011,Percent,0.096
County,Owen,2010-2012,Percent,0.091
County,Owen,2011-2013,Percent,0.09
County,Owen,2012-2014,Percent,0.092
County,Owen,2013-2015,Percent,0.105
County,Owen,2014-2016,Percent,0.1
County,Owen,2015-2017,Percent,0.089
County,Owsley,2008-2010,Percent,0.081
County,Owsley,2009-2011,Percent,0.106
County,Owsley,2010-2012,Percent,0.131
County,Owsley,2011-2013,Percent,0.15
County,Owsley,2012-2014,Percent,0.11
County,Owsley,2013-2015,Percent,0.09
County,Owsley,2014-2016,Percent,0.07647
County,Owsley,2015-2017,Percent,0.078
County,Pendleton,2008-2010,Percent,0.108
County,Pendleton,2009-2011,Percent,0.109
County,Pendleton,2010-2012,Percent,0.1
County,Pendleton,2011-2013,Percent,0.09
County,Pendleton,2012-2014,Percent,0.077
County,Pendleton,2013-2015,Percent,0.069
County,Pendleton,2014-2016,Percent,0.07934
County,Pendleton,2015-2017,Percent,0.089
County,Perry,2008-2010,Percent,0.113
County,Perry,2009-2011,Percent,0.112
County,Perry,2010-2012,Percent,0.119
County,Perry,2011-2013,Percent,0.112
County,Perry,2012-2014,Percent,0.113
County,Perry,2013-2015,Percent,0.107
County,Perry,2014-2016,Percent,0.10504
County,Perry,2015-2017,Percent,0.104
County,Pike,2008-2010,Percent,0.117
County,Pike,2009-2011,Percent,0.119
County,Pike,2010-2012,Percent,0.109
County,Pike,2011-2013,Percent,0.104
County,Pike,2012-2014,Percent,0.102
County,Pike,2013-2015,Percent,0.106
County,Pike,2014-2016,Percent,0.11111
County,Pike,2015-2017,Percent,0.101
County,Powell,2008-2010,Percent,0.114
County,Powell,2009-2011,Percent,0.094
County,Powell,2010-2012,Percent,0.078
County,Powell,2011-2013,Percent,0.079
County,Powell,2012-2014,Percent,0.083
County,Powell,2013-2015,Percent,0.089
County,Powell,2014-2016,Percent,0.09109
County,Powell,2015-2017,Percent,0.094
County,Pulaski,2008-2010,Percent,0.084
County,Pulaski,2009-2011,Percent,0.085
County,Pulaski,2010-2012,Percent,0.082
County,Pulaski,2011-2013,Percent,0.074
County,Pulaski,2012-2014,Percent,0.069
County,Pulaski,2013-2015,Percent,0.077
County,Pulaski,2014-2016,Percent,0.0822
County,Pulaski,2015-2017,Percent,0.09
County,Robertson,2008-2010,Percent,*
County,Robertson,2009-2011,Percent,0.086
County,Robertson,2010-2012,Percent,0.095
County,Robertson,2011-2013,Percent,0.141
County,Robertson,2012-2014,Percent,0.119
County,Robertson,2013-2015,Percent,0.129
County,Robertson,2014-2016,Percent,0.09091
County,Robertson,2015-2017,Percent,*
County,Rockcastle,2008-2010,Percent,0.092
County,Rockcastle,2009-2011,Percent,0.11
County,Rockcastle,2010-2012,Percent,0.121
County,Rockcastle,2011-2013,Percent,0.135
County,Rockcastle,2012-2014,Percent,0.121
County,Rockcastle,2013-2015,Percent,0.11
County,Rockcastle,2014-2016,Percent,0.10517
County,Rockcastle,2015-2017,Percent,0.104
County,Rowan,2008-2010,Percent,0.078
County,Rowan,2009-2011,Percent,0.1
County,Rowan,2010-2012,Percent,0.097
County,Rowan,2011-2013,Percent,0.11
County,Rowan,2012-2014,Percent,0.093
County,Rowan,2013-2015,Percent,0.103
County,Rowan,2014-2016,Percent,0.09413
County,Rowan,2015-2017,Percent,0.099
County,Russell,2008-2010,Percent,0.077
County,Russell,2009-2011,Percent,0.084
County,Russell,2010-2012,Percent,0.094
County,Russell,2011-2013,Percent,0.101
County,Russell,2012-2014,Percent,0.101
County,Russell,2013-2015,Percent,0.096
County,Russell,2014-2016,Percent,0.09148
County,Russell,2015-2017,Percent,0.088
County,Scott,2008-2010,Percent,0.077
County,Scott,2009-2011,Percent,0.071
County,Scott,2010-2012,Percent,0.069
County,Scott,2011-2013,Percent,0.073
County,Scott,2012-2014,Percent,0.081
County,Scott,2013-2015,Percent,0.087
County,Scott,2014-2016,Percent,0.09024
County,Scott,2015-2017,Percent,0.085
County,Shelby,2008-2010,Percent,0.069
County,Shelby,2009-2011,Percent,0.067
County,Shelby,2010-2012,Percent,0.07
County,Shelby,2011-2013,Percent,0.07
County,Shelby,2012-2014,Percent,0.069
County,Shelby,2013-2015,Percent,0.066
County,Shelby,2014-2016,Percent,0.07483
County,Shelby,2015-2017,Percent,0.084
County,Simpson,2008-2010,Percent,0.08
County,Simpson,2009-2011,Percent,0.105
County,Simpson,2010-2012,Percent,0.099
County,Simpson,2011-2013,Percent,0.107
County,Simpson,2012-2014,Percent,0.097
County,Simpson,2013-2015,Percent,0.1
County,Simpson,2014-2016,Percent,0.09749
County,Simpson,2015-2017,Percent,0.089
County,Spencer,2008-2010,Percent,0.076
County,Spencer,2009-2011,Percent,0.084
County,Spencer,2010-2012,Percent,0.088
County,Spencer,2011-2013,Percent,0.07
County,Spencer,2012-2014,Percent,0.081
County,Spencer,2013-2015,Percent,0.09
County,Spencer,2014-2016,Percent,0.11754
County,Spencer,2015-2017,Percent,0.08
County,Taylor,2008-2010,Percent,0.088
County,Taylor,2009-2011,Percent,0.091
County,Taylor,2010-2012,Percent,0.094
County,Taylor,2011-2013,Percent,0.088
County,Taylor,2012-2014,Percent,0.081
County,Taylor,2013-2015,Percent,0.076
County,Taylor,2014-2016,Percent,0.09462
County,Taylor,2015-2017,Percent,0.096
County,Todd,2008-2010,Percent,0.071
County,Todd,2009-2011,Percent,0.083
County,Todd,2010-2012,Percent,0.091
County,Todd,2011-2013,Percent,0.093
County,Todd,2012-2014,Percent,0.082
County,Todd,2013-2015,Percent,0.089
County,Todd,2014-2016,Percent,0.08672
County,Todd,2015-2017,Percent,0.098
County,Trigg,2008-2010,Percent,0.092
County,Trigg,2009-2011,Percent,0.08
County,Trigg,2010-2012,Percent,0.066
County,Trigg,2011-2013,Percent,0.059
County,Trigg,2012-2014,Percent,0.061
County,Trigg,2013-2015,Percent,0.051
County,Trigg,2014-2016,Percent,0.07048
County,Trigg,2015-2017,Percent,0.066
County,Trimble,2008-2010,Percent,0.09
County,Trimble,2009-2011,Percent,0.084
County,Trimble,2010-2012,Percent,0.116
County,Trimble,2011-2013,Percent,0.109
County,Trimble,2012-2014,Percent,0.095
County,Trimble,2013-2015,Percent,0.066
County,Trimble,2014-2016,Percent,0.06186
County,Trimble,2015-2017,Percent,0.08
County,Union,2008-2010,Percent,0.106
County,Union,2009-2011,Percent,0.084
County,Union,2010-2012,Percent,0.104
County,Union,2011-2013,Percent,0.104
County,Union,2012-2014,Percent,0.099
County,Union,2013-2015,Percent,0.098
County,Union,2014-2016,Percent,0.10895
County,Union,2015-2017,Percent,0.129
County,Warren,2008-2010,Percent,0.094
County,Warren,2009-2011,Percent,0.087
County,Warren,2010-2012,Percent,0.092
County,Warren,2011-2013,Percent,0.082
County,Warren,2012-2014,Percent,0.09
County,Warren,2013-2015,Percent,0.089
County,Warren,2014-2016,Percent,0.08937
County,Warren,2015-2017,Percent,0.086
County,Washington,2008-2010,Percent,0.07
County,Washington,2009-2011,Percent,0.069
County,Washington,2010-2012,Percent,0.078
County,Washington,2011-2013,Percent,0.083
County,Washington,2012-2014,Percent,0.092
County,Washington,2013-2015,Percent,0.087
County,Washington,2014-2016,Percent,0.08633
County,Washington,2015-2017,Percent,0.078
County,Wayne,2008-2010,Percent,0.078
County,Wayne,2009-2011,Percent,0.067
County,Wayne,2010-2012,Percent,0.072
County,Wayne,2011-2013,Percent,0.074
County,Wayne,2012-2014,Percent,0.074
County,Wayne,2013-2015,Percent,0.08
County,Wayne,2014-2016,Percent,0.0904
County,Wayne,2015-2017,Percent,0.099
County,Webster,2008-2010,Percent,0.075
County,Webster,2009-2011,Percent,0.065
County,Webster,2010-2012,Percent,0.061
County,Webster,2011-2013,Percent,0.056
County,Webster,2012-2014,Percent,0.062
County,Webster,2013-2015,Percent,0.084
County,Webster,2014-2016,Percent,0.0994
County,Webster,2015-2017,Percent,0.124
County,Whitley,2008-2010,Percent,0.11
County,Whitley,2009-2011,Percent,0.106
County,Whitley,2010-2012,Percent,0.105
County,Whitley,2011-2013,Percent,0.103
County,Whitley,2012-2014,Percent,0.108
County,Whitley,2013-2015,Percent,0.103
County,Whitley,2014-2016,Percent,0.1094
County,Whitley,2015-2017,Percent,0.113
County,Wolfe,2008-2010,Percent,0.125
County,Wolfe,2009-2011,Percent,0.152
County,Wolfe,2010-2012,Percent,0.133
County,Wolfe,2011-2013,Percent,0.119
County,Wolfe,2012-2014,Percent,0.104
County,Wolfe,2013-2015,Percent,0.111
County,Wolfe,2014-2016,Percent,0.12222
County,Wolfe,2015-2017,Percent,0.099
County,Woodford,2008-2010,Percent,0.086
County,Woodford,2009-2011,Percent,0.093
County,Woodford,2010-2012,Percent,0.099
County,Woodford,2011-2013,Percent,0.091
County,Woodford,2012-2014,Percent,0.079
County,Woodford,2013-2015,Percent,0.075
County,Woodford,2014-2016,Percent,0.07466
County,Woodford,2015-2017,Percent,0.085
